 9.000000+6 6.230970-1 9.500000+6 5.992900-1 1.000000+7 5.776000-19440 3  4   32
 1.050000+7 5.546300-1 1.100000+7 5.336400-1 1.150000+7 5.160170-19440 3  4   33
 1.200000+7 4.997300-1 1.224000+7 4.920580-1 1.250000+7 4.841990-19440 3  4   34
 1.300000+7 4.734130-1 1.350000+7 4.604150-1 1.400000+7 4.480990-19440 3  4   35
 1.450000+7 4.362640-1 1.500000+7 4.252210-1 1.550000+7 4.123750-19440 3  4   36
 1.600000+7 4.003340-1 1.650000+7 3.842660-1 1.700000+7 3.693830-19440 3  4   37
 1.750000+7 3.555350-1 1.800000+7 3.426290-1 1.850000+7 3.174430-19440 3  4   38
 1.900000+7 2.960440-1 1.950000+7 2.774930-1 2.000000+7 2.615000-19440 3  4   39
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 16    1
-6.533500+6-6.533500+6          0          0          1         299440 3 16    2
         29          2                                            9440 3 16    3
 6.560700+6 0.000000+0 7.000000+6 1.449000-2 7.500000+6 6.200000-29440 3 16    4
 8.000000+6 1.873000-1 8.500000+6 2.600000-1 9.000000+6 2.991000-19440 3 16    5
 9.500000+6 3.382870-1 1.000000+7 3.802000-1 1.050000+7 4.101500-19440 3 16    6
 1.100000+7 4.409000-1 1.150000+7 4.572640-1 1.200000+7 4.735000-19440 3 16    7
 1.224000+7 4.744130-1 1.250000+7 4.753830-1 1.300000+7 4.772000-19440 3 16    8
 1.350000+7 4.683620-1 1.400000+7 4.600000-1 1.450000+7 4.230000-19440 3 16    9
 1.500000+7 3.630000-1 1.550000+7 3.008200-1 1.600000+7 2.507800-19440 3 16   10
 1.650000+7 2.102400-1 1.700000+7 1.771900-1 1.750000+7 1.500700-19440 3 16   11
 1.800000+7 1.277000-1 1.850000+7 1.066600-1 1.900000+7 8.951300-29440 3 16   12
 1.950000+7 7.546700-2 2.000000+7 6.390000-2                      9440 3 16   13
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 17    1
-1.218900+7-1.218900+7          0          0          1         179440 3 17    2
         17          2                                            9440 3 17    3
 1.224000+7 0.000000+0 1.250000+7 1.300000-3 1.300000+7 4.800000-39440 3 17    4
 1.350000+7 1.360000-2 1.400000+7 2.750000-2 1.450000+7 4.750000-29440 3 17    5
 1.500000+7 6.820000-2 1.550000+7 8.100000-2 1.600000+7 9.350000-29440 3 17    6
 1.650000+7 1.060000-1 1.700000+7 1.180000-1 1.750000+7 1.310000-19440 3 17    7
 1.800000+7 1.414000-1 1.850000+7 1.450000-1 1.900000+7 1.490000-19440 3 17    8
 1.950000+7 1.510000-1 2.000000+7 1.528000-1                      9440 3 17    9
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 18    1
 1.994700+8 1.994700+8          0          0          1        1099440 3 18    2
        109          2                                            9440 3 18    3
 1.000000-5 0.000000+0 2.000000+2 0.000000+0 4.000000+4 0.000000+09440 3 18    4
 4.000000+4 9.760000-2 4.298000+4 9.670000-2 5.000000+4 9.440000-29440 3 18    5
 5.500000+4 9.255000-2 6.000000+4 9.070000-2 6.500000+4 8.900000-29440 3 18    6
 7.000000+4 8.720000-2 7.500000+4 8.520000-2 8.000000+4 8.320000-29440 3 18    7
 8.500000+4 8.120000-2 9.000000+4 7.910000-2 1.000000+5 7.480000-29440 3 18    8
 1.100000+5 7.314000-2 1.200000+5 7.181000-2 1.300000+5 7.212000-29440 3 18    9
 1.400000+5 7.277000-2 1.423000+5 7.265000-2 1.500000+5 7.112000-29440 3 18   10
 1.600000+5 7.101000-2 1.700000+5 7.571000-2 1.800000+5 8.078000-29440 3 18   11
 1.900000+5 8.650000-2 2.000000+5 8.999000-2 2.200000+5 9.870000-29440 3 18   12
 2.400000+5 1.069000-1 2.600000+5 1.168000-1 2.800000+5 1.247000-19440 3 18   13
 2.952400+5 1.329000-1 3.000000+5 1.328000-1 3.500000+5 1.664000-19440 3 18   14
 4.000000+5 2.018000-1 4.500000+5 2.878000-1 5.000900+5 4.181000-19440 3 18   15
 5.500000+5 5.885000-1 5.995100+5 7.344000-1 6.517300+5 8.602000-19440 3 18   16
 7.000000+5 9.458000-1 7.451200+5 1.046000+0 8.000000+5 1.186000+09440 3 18   17
 8.500000+5 1.292000+0 8.643200+5 1.332000+0 9.037800+5 1.422000+09440 3 18   18
 9.419400+5 1.480300+0 9.630300+5 1.499700+0 9.971700+5 1.518400+09440 3 18   19
 1.006200+6 1.522800+0 1.035300+6 1.535900+0 1.042400+6 1.539100+09440 3 18   20
 1.080500+6 1.556200+0 1.094300+6 1.562400+0 1.120700+6 1.561900+09440 3 18   21
 1.142300+6 1.558700+0 1.144800+6 1.558300+0 1.150000+6 1.557500+09440 3 18   22
 1.200000+6 1.550000+0 1.300000+6 1.552000+0 1.400000+6 1.568000+09440 3 18   23
 1.426000+6 1.563000+0 1.500000+6 1.590000+0 1.600000+6 1.619000+09440 3 18   24
 1.700000+6 1.650000+0 1.800000+6 1.680000+0 1.900000+6 1.720000+09440 3 18   25
 2.008300+6 1.750000+0 2.200000+6 1.740000+0 2.400000+6 1.700000+09440 3 18   26
 2.500000+6 1.692000+0 2.600000+6 1.693000+0 2.800000+6 1.703000+09440 3 18   27
 3.012500+6 1.695300+0 3.500000+6 1.646800+0 4.016700+6 1.586400+09440 3 18   28
 4.500000+6 1.552700+0 5.020800+6 1.488900+0 5.500000+6 1.510800+09440 3 18   29
 6.000000+6 1.626900+0 6.500000+6 1.893200+0 6.560700+6 1.925000+09440 3 18   30
 7.000000+6 2.057700+0 7.500000+6 2.171100+0 8.000000+6 2.229300+09440 3 18   31
 8.500000+6 2.229300+0 9.000000+6 2.218500+0 9.500000+6 2.213100+09440 3 18   32
 1.000000+7 2.206800+0 1.050000+7 2.181200+0 1.100000+7 2.165000+09440 3 18   33
 1.150000+7 2.140800+0 1.200000+7 2.130000+0 1.224000+7 2.120000+09440 3 18   34
 1.250000+7 2.107000+0 1.300000+7 2.100000+0 1.350000+7 2.140000+09440 3 18   35
 1.400000+7 2.194000+0 1.450000+7 2.268000+0 1.500000+7 2.330000+09440 3 18   36
 1.550000+7 2.330000+0 1.600000+7 2.290000+0 1.650000+7 2.265000+09440 3 18   37
 1.700000+7 2.235000+0 1.750000+7 2.190000+0 1.800000+7 2.155000+09440 3 18   38
 1.850000+7 2.135000+0 1.900000+7 2.115000+0 1.950000+7 2.108000+09440 3 18   39
 2.000000+7 2.130000+0                                            9440 3 18   40
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 19    1
 1.994700+8 1.994700+8          0          0          1        1099440 3 19    2
        109          2                                            9440 3 19    3
 1.000000-5 0.000000+0 2.000000+2 0.000000+0 4.000000+4 0.000000+09440 3 19    4
 4.000000+4 9.760000-2 4.298000+4 9.670000-2 5.000000+4 9.440000-29440 3 19    5
 5.500000+4 9.255000-2 6.000000+4 9.070000-2 6.500000+4 8.900000-29440 3 19    6
 7.000000+4 8.720000-2 7.500000+4 8.520000-2 8.000000+4 8.320000-29440 3 19    7
 8.500000+4 8.120000-2 9.000000+4 7.910000-2 1.000000+5 7.480000-29440 3 19    8
 1.100000+5 7.314000-2 1.200000+5 7.181000-2 1.300000+5 7.212000-29440 3 19    9
 1.400000+5 7.277000-2 1.423000+5 7.265000-2 1.500000+5 7.112000-29440 3 19   10
 1.600000+5 7.101000-2 1.700000+5 7.571000-2 1.800000+5 8.078000-29440 3 19   11
 1.900000+5 8.650000-2 2.000000+5 8.999000-2 2.200000+5 9.870000-29440 3 19   12
 2.400000+5 1.069000-1 2.600000+5 1.168000-1 2.800000+5 1.247000-19440 3 19   13
 2.952400+5 1.329000-1 3.000000+5 1.328000-1 3.500000+5 1.664000-19440 3 19   14
 4.000000+5 2.018000-1 4.500000+5 2.878000-1 5.000900+5 4.181000-19440 3 19   15
 5.500000+5 5.885000-1 5.995100+5 7.344000-1 6.517300+5 8.602000-19440 3 19   16
 7.000000+5 9.458000-1 7.451200+5 1.046000+0 8.000000+5 1.186000+09440 3 19   17
 8.500000+5 1.292000+0 8.643200+5 1.332000+0 9.037800+5 1.422000+09440 3 19   18
 9.419400+5 1.480300+0 9.630300+5 1.499700+0 9.971700+5 1.518400+09440 3 19   19
 1.006200+6 1.522800+0 1.035300+6 1.535900+0 1.042400+6 1.539100+09440 3 19   20
 1.080500+6 1.556200+0 1.094300+6 1.562400+0 1.120700+6 1.561900+09440 3 19   21
 1.142300+6 1.558700+0 1.144800+6 1.558300+0 1.150000+6 1.557500+09440 3 19   22
 1.200000+6 1.550000+0 1.300000+6 1.552000+0 1.400000+6 1.568000+09440 3 19   23
 1.426000+6 1.563000+0 1.500000+6 1.590000+0 1.600000+6 1.619000+09440 3 19   24
 1.700000+6 1.650000+0 1.800000+6 1.680000+0 1.900000+6 1.720000+09440 3 19   25
 2.008300+6 1.750000+0 2.200000+6 1.740000+0 2.400000+6 1.700000+09440 3 19   26
 2.500000+6 1.692000+0 2.600000+6 1.693000+0 2.800000+6 1.703000+09440 3 19   27
 3.012500+6 1.695300+0 3.500000+6 1.646800+0 4.016700+6 1.586400+09440 3 19   28
 4.500000+6 1.552700+0 5.020800+6 1.488900+0 5.500000+6 1.449980+09440 3 19   29
 6.000000+6 1.420040+0 6.500000+6 1.394970+0 6.560700+6 1.392960+09440 3 19   30
 7.000000+6 1.380970+0 7.500000+6 1.363000+0 8.000000+6 1.355020+09440 3 19   31
 8.500000+6 1.350020+0 9.000000+6 1.339960+0 9.500000+6 1.335030+09440 3 19   32
 1.000000+7 1.330050+0 1.050000+7 1.328010+0 1.100000+7 1.327000+09440 3 19   33
 1.150000+7 1.325050+0 1.200000+7 1.325000+0 1.224000+7 1.325000+09440 3 19   34
 1.250000+7 1.325000+0 1.300000+7 1.325000+0 1.350000+7 1.325000+09440 3 19   35
 1.400000+7 1.325000+0 1.450000+7 1.325000+0 1.500000+7 1.325000+09440 3 19   36
 1.550000+7 1.325000+0 1.600000+7 1.325000+0 1.650000+7 1.325000+09440 3 19   37
 1.700000+7 1.325000+0 1.750000+7 1.325000+0 1.800000+7 1.325000+09440 3 19   38
 1.850000+7 1.325000+0 1.900000+7 1.325000+0 1.950000+7 1.325000+09440 3 19   39
 2.000000+7 1.325000+0                                            9440 3 19   40
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 20    1
 1.994700+8 1.994700+8          0          0          1         349440 3 20    2
         34          2                                            9440 3 20    3
 4.500000+6 0.000000+0 5.020800+6 0.000000+0 5.500000+6 6.082100-29440 3 20    4
 6.000000+6 2.068600-1 6.500000+6 4.982300-1 6.560700+6 5.320400-19440 3 20    5
 7.000000+6 6.767300-1 7.500000+6 8.081000-1 8.000000+6 8.742800-19440 3 20    6
 8.500000+6 8.792800-1 9.000000+6 8.785400-1 9.500000+6 8.780700-19440 3 20    7
 1.000000+7 8.767500-1 1.050000+7 8.531900-1 1.100000+7 8.380000-19440 3 20    8
 1.150000+7 8.157500-1 1.200000+7 8.050000-1 1.224000+7 7.950000-19440 3 20    9
 1.250000+7 7.820000-1 1.300000+7 7.750000-1 1.350000+7 7.380000-19440 3 20   10
 1.400000+7 7.170000-1 1.450000+7 7.030000-1 1.500000+7 6.910000-19440 3 20   11
 1.550000+7 6.750000-1 1.600000+7 6.600000-1 1.650000+7 6.550000-19440 3 20   12
 1.700000+7 6.400000-1 1.750000+7 6.330000-1 1.800000+7 6.300000-19440 3 20   13
 1.850000+7 6.250000-1 1.900000+7 6.200000-1 1.950000+7 6.170000-19440 3 20   14
 2.000000+7 6.150000-1                                            9440 3 20   15
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 21    1
 1.994700+8 1.994700+8          0          0          1         179440 3 21    2
         17          2                                            9440 3 21    3
 1.224000+7 0.000000+0 1.250000+7 0.000000+0 1.300000+7 0.000000+09440 3 21    4
 1.350000+7 7.700000-2 1.400000+7 1.520000-1 1.450000+7 2.400000-19440 3 21    5
 1.500000+7 3.140000-1 1.550000+7 3.300000-1 1.600000+7 3.050000-19440 3 21    6
 1.650000+7 2.850000-1 1.700000+7 2.700000-1 1.750000+7 2.320000-19440 3 21    7
 1.800000+7 2.000000-1 1.850000+7 1.850000-1 1.900000+7 1.700000-19440 3 21    8
 1.950000+7 1.660000-1 2.000000+7 1.900000-1                      9440 3 21    9
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 51    1
 0.000000+0-4.280000+4          0          0          1        1059440 3 51    2
        105          2                                            9440 3 51    3
 4.298000+4 0.000000+0 5.000000+4 5.900000-2 5.500000+4 1.150000-19440 3 51    4
 6.000000+4 1.640000-1 6.500000+4 2.200000-1 7.000000+4 2.600000-19440 3 51    5
 7.500000+4 2.950000-1 8.000000+4 3.340000-1 8.500000+4 3.650000-19440 3 51    6
 9.000000+4 3.950000-1 1.000000+5 4.520000-1 1.100000+5 4.960000-19440 3 51    7
 1.200000+5 5.350000-1 1.300000+5 5.700000-1 1.400000+5 6.050000-19440 3 51    8
 1.423000+5 6.100000-1 1.500000+5 6.317100-1 1.600000+5 6.605900-19440 3 51    9
 1.700000+5 6.889200-1 1.800000+5 7.167400-1 1.900000+5 7.440900-19440 3 51   10
 2.000000+5 7.710000-1 2.200000+5 8.159200-1 2.400000+5 8.592000-19440 3 51   11
 2.600000+5 9.010500-1 2.800000+5 9.416000-1 2.952400+5 9.756300-19440 3 51   12
 3.000000+5 9.810000-1 3.500000+5 1.043100+0 4.000000+5 1.100000+09440 3 51   13
 4.500000+5 1.083400+0 5.000900+5 1.068700+0 5.500000+5 1.027900+09440 3 51   14
 5.995100+5 9.903000-1 6.517300+5 9.396000-1 7.000000+5 8.935500-19440 3 51   15
 7.451200+5 8.439200-1 8.000000+5 8.000000-1 8.500000+5 7.605500-19440 3 51   16
 8.643200+5 7.501400-1 9.037800+5 7.228100-1 9.419400+5 6.991000-19440 3 51   17
 9.630300+5 6.868400-1 9.971700+5 6.676000-1 1.006200+6 6.631400-19440 3 51   18
 1.035300+6 6.488000-1 1.042400+6 6.464500-1 1.080500+6 6.288900-19440 3 51   19
 1.094300+6 6.225300-1 1.120700+6 6.118700-1 1.142300+6 6.034900-19440 3 51   20
 1.144800+6 6.025200-1 1.150000+6 6.005100-1 1.200000+6 5.811100-19440 3 51   21
 1.300000+6 5.527700-1 1.400000+6 5.380000-1 1.426000+6 5.364000-19440 3 51   22
 1.500000+6 5.320200-1 1.600000+6 5.264800-1 1.700000+6 5.215100-19440 3 51   23
 1.800000+6 5.168600-1 1.900000+6 5.107400-1 2.008300+6 5.042900-19440 3 51   24
 2.200000+6 4.890800-1 2.400000+6 4.724500-1 2.500000+6 4.644400-19440 3 51   25
 2.600000+6 4.563500-1 2.800000+6 4.418700-1 3.012500+6 4.293900-19440 3 51   26
 3.500000+6 4.074000-1 4.016700+6 3.862000-1 4.500000+6 3.678300-19440 3 51   27
 5.020800+6 3.509000-1 5.500000+6 3.362600-1 6.000000+6 3.228600-19440 3 51   28
 6.500000+6 3.105300-1 6.560700+6 3.091300-1 7.000000+6 2.995400-19440 3 51   29
 7.500000+6 2.895000-1 8.000000+6 2.804200-1 8.500000+6 2.720000-19440 3 51   30
 9.000000+6 2.643000-1 9.500000+6 2.568600-1 1.000000+7 2.500000-19440 3 51   31
 1.050000+7 2.428500-1 1.100000+7 2.362200-1 1.150000+7 2.291700-19440 3 51   32
 1.200000+7 2.226200-1 1.224000+7 2.192900-1 1.250000+7 2.158100-19440 3 51   33
 1.300000+7 2.094700-1 1.350000+7 2.030200-1 1.400000+7 1.969900-19440 3 51   34
 1.450000+7 1.910200-1 1.500000+7 1.854300-1 1.550000+7 1.800800-19440 3 51   35
 1.600000+7 1.750400-1 1.650000+7 1.706200-1 1.700000+7 1.664500-19440 3 51   36
 1.750000+7 1.624900-1 1.800000+7 1.587300-1 1.850000+7 1.564100-19440 3 51   37
 1.900000+7 1.541900-1 1.950000+7 1.520500-1 2.000000+7 1.500000-19440 3 51   38
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 52    1
 0.000000+0-1.417000+5          0          0          1         909440 3 52    2
         90          2                                            9440 3 52    3
 1.423000+5 0.000000+0 1.500000+5 0.000000+0 1.600000+5 1.978200-79440 3 52    4
 1.700000+5 3.265300-6 1.800000+5 4.591500-5 1.900000+5 5.596500-49440 3 52    5
 2.000000+5 6.000000-3 2.200000+5 8.000000-3 2.400000+5 1.050000-29440 3 52    6
 2.600000+5 1.350000-2 2.800000+5 1.680000-2 2.952400+5 1.950000-29440 3 52    7
 3.000000+5 1.970000-2 3.500000+5 2.950000-2 4.000000+5 4.300000-29440 3 52    8
 4.500000+5 5.956400-2 5.000900+5 7.972000-2 5.500000+5 9.829200-29440 3 52    9
 5.995100+5 1.194800-1 6.517300+5 1.352100-1 7.000000+5 1.521800-19440 3 52   10
 7.451200+5 1.669200-1 8.000000+5 1.820000-1 8.500000+5 1.931500-19440 3 52   11
 8.643200+5 1.968300-1 9.037800+5 2.051700-1 9.419400+5 2.096900-19440 3 52   12
 9.630300+5 2.123600-1 9.971700+5 2.166400-1 1.006200+6 2.174300-19440 3 52   13
 1.035300+6 2.194600-1 1.042400+6 2.199600-1 1.080500+6 2.226100-19440 3 52   14
 1.094300+6 2.235700-1 1.120700+6 2.249500-1 1.142300+6 2.259800-19440 3 52   15
 1.144800+6 2.260900-1 1.150000+6 2.263400-1 1.200000+6 2.287100-19440 3 52   16
 1.300000+6 2.308400-1 1.400000+6 2.300000-1 1.426000+6 2.292400-19440 3 52   17
 1.500000+6 2.271500-1 1.600000+6 2.245100-1 1.700000+6 2.208200-19440 3 52   18
 1.800000+6 2.174000-1 1.900000+6 2.125200-1 2.008300+6 2.073900-19440 3 52   19
 2.200000+6 1.943600-1 2.400000+6 1.787700-1 2.500000+6 1.712900-19440 3 52   20
 2.600000+6 1.634700-1 2.800000+6 1.503600-1 3.012500+6 1.406400-19440 3 52   21
 3.500000+6 1.276300-1 4.016700+6 1.151600-1 4.500000+6 1.042800-19440 3 52   22
 5.020800+6 9.471100-2 5.500000+6 8.629600-2 6.000000+6 7.896200-29440 3 52   23
 6.500000+6 7.222500-2 6.560700+6 7.148100-2 7.000000+6 6.650100-29440 3 52   24
 7.500000+6 6.146800-2 8.000000+6 5.710500-2 8.500000+6 5.341100-29440 3 52   25
 9.000000+6 5.014700-2 9.500000+6 4.743600-2 1.000000+7 4.500000-29440 3 52   26
 1.050000+7 4.259200-2 1.100000+7 4.041600-2 1.150000+7 3.793900-29440 3 52   27
 1.200000+7 3.571000-2 1.224000+7 3.451100-2 1.250000+7 3.328000-29440 3 52   28
 1.300000+7 3.110100-2 1.350000+7 2.883600-2 1.400000+7 2.680900-29440 3 52   29
 1.450000+7 2.482800-2 1.500000+7 2.305400-2 1.550000+7 2.147800-29440 3 52   30
 1.600000+7 2.005400-2 1.650000+7 1.926500-2 1.700000+7 1.853000-29440 3 52   31
 1.750000+7 1.784300-2 1.800000+7 1.719900-2 1.850000+7 1.660000-29440 3 52   32
 1.900000+7 1.620000-2 1.950000+7 1.570000-2 2.000000+7 1.530000-29440 3 52   33
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 53    1
 0.000000+0-2.940000+5          0          0          1         799440 3 53    2
         79          2                                            9440 3 53    3
 2.952400+5 0.000000+0 3.000000+5 0.000000+0 3.500000+5 1.058000-69440 3 53    4
 4.000000+5 6.000000-5 4.500000+5 9.355900-5 5.000900+5 1.392100-49440 3 53    5
 5.500000+5 4.823700-4 5.995100+5 1.525000-3 6.517300+5 2.534100-39440 3 53    6
 7.000000+5 4.118000-3 7.451200+5 5.728200-3 8.000000+5 7.800000-39440 3 53    7
 8.500000+5 1.008000-2 8.643200+5 1.093500-2 9.037800+5 1.315000-29440 3 53    8
 9.419400+5 1.487200-2 9.630300+5 1.598300-2 9.971700+5 1.784600-29440 3 53    9
 1.006200+6 1.828000-2 1.035300+6 1.959400-2 1.042400+6 1.991500-29440 3 53   10
 1.080500+6 2.163500-2 1.094300+6 2.225900-2 1.120700+6 2.336000-29440 3 53   11
 1.142300+6 2.424100-2 1.144800+6 2.434300-2 1.150000+6 2.455500-29440 3 53   12
 1.200000+6 2.659400-2 1.300000+6 2.937500-2 1.400000+6 3.000000-29440 3 53   13
 1.426000+6 2.967800-2 1.500000+6 2.880900-2 1.600000+6 2.773800-29440 3 53   14
 1.700000+6 2.612200-2 1.800000+6 2.468500-2 1.900000+6 2.326900-29440 3 53   15
 2.008300+6 2.188900-2 2.200000+6 1.958300-2 2.400000+6 1.708700-29440 3 53   16
 2.500000+6 1.595000-2 2.600000+6 1.483400-2 2.800000+6 1.307600-29440 3 53   17
 3.012500+6 1.197700-2 3.500000+6 1.129100-2 4.016700+6 1.099000-29440 3 53   18
 4.500000+6 1.073300-2 5.020800+6 1.048800-2 5.500000+6 1.023600-29440 3 53   19
 6.000000+6 1.000000-2 6.500000+6 9.737200-3 6.560700+6 9.707100-39440 3 53   20
 7.000000+6 9.500000-3 7.500000+6 9.238300-3 8.000000+6 9.000000-39440 3 53   21
 8.500000+6 8.470600-3 9.000000+6 8.000000-3 9.500000+6 7.470200-39440 3 53   22
 1.000000+7 7.000000-3 1.050000+7 6.739400-3 1.100000+7 6.500000-39440 3 53   23
 1.150000+7 6.239600-3 1.200000+7 6.000000-3 1.224000+7 5.872300-39440 3 53   24
 1.250000+7 5.739600-3 1.300000+7 5.500000-3 1.350000+7 5.239400-39440 3 53   25
 1.400000+7 5.000000-3 1.450000+7 4.722400-3 1.500000+7 4.468800-39440 3 53   26
 1.550000+7 4.224100-3 1.600000+7 4.000000-3 1.650000+7 3.862900-39440 3 53   27
 1.700000+7 3.734300-3 1.750000+7 3.613600-3 1.800000+7 3.500000-39440 3 53   28
 1.850000+7 3.362500-3 1.900000+7 3.233800-3 1.950000+7 3.113200-39440 3 53   29
 2.000000+7 3.000000-3                                            9440 3 53   30
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 54    1
 0.000000+0-4.980000+5          0          0          1         739440 3 54    2
         73          2                                            9440 3 54    3
 5.000900+5 0.000000+0 5.995100+5 2.022800-7 6.517300+5 2.866400-79440 3 54    4
 7.000000+5 4.000000-7 7.451200+5 4.932200-7 8.000000+5 6.000000-79440 3 54    5
 8.500000+5 6.957600-7 8.643200+5 7.292600-7 9.037800+5 8.128400-79440 3 54    6
 9.419400+5 8.813100-7 9.630300+5 9.239300-7 9.971700+5 9.941800-79440 3 54    7
 1.006200+6 2.133700-6 1.035300+6 7.454300-6 1.042400+6 8.752400-69440 3 54    8
 1.080500+6 1.571900-5 1.094300+6 1.824200-5 1.120700+6 2.720500-59440 3 54    9
 1.142300+6 3.547000-5 1.144800+6 3.642700-5 1.150000+6 3.841700-59440 3 54   10
 1.200000+6 5.754900-5 1.300000+6 1.122900-4 1.400000+6 1.800000-49440 3 54   11
 1.426000+6 2.029300-4 1.500000+6 2.823900-4 1.600000+6 4.303400-49440 3 54   12
 1.700000+6 5.701400-4 1.800000+6 7.433100-4 1.900000+6 8.199700-49440 3 54   13
 2.008300+6 8.998600-4 2.200000+6 8.968500-4 2.400000+6 8.852800-49440 3 54   14
 2.500000+6 8.784900-4 2.600000+6 8.704700-4 2.800000+6 8.572200-49440 3 54   15
 3.012500+6 8.500000-4 3.500000+6 8.500000-4 4.016700+6 8.500000-49440 3 54   16
 4.500000+6 8.500000-4 5.020800+6 8.488300-4 5.500000+6 8.234800-49440 3 54   17
 6.000000+6 8.000000-4 6.500000+6 7.736300-4 6.560700+6 7.706300-49440 3 54   18
 7.000000+6 7.500000-4 7.500000+6 7.237400-4 8.000000+6 7.000000-49440 3 54   19
 8.500000+6 6.738000-4 9.000000+6 6.500000-4 9.500000+6 6.238400-49440 3 54   20
 1.000000+7 6.000000-4 1.050000+7 5.488600-4 1.100000+7 5.041700-49440 3 54   21
 1.150000+7 4.479400-4 1.200000+7 4.000000-4 1.224000+7 3.847100-49440 3 54   22
 1.250000+7 3.691000-4 1.300000+7 3.416700-4 1.350000+7 3.197700-49440 3 54   23
 1.400000+7 3.000000-4 1.450000+7 2.832600-4 1.500000+7 2.679700-49440 3 54   24
 1.550000+7 2.531500-4 1.600000+7 2.395800-4 1.650000+7 2.285400-49440 3 54   25
 1.700000+7 2.183200-4 1.750000+7 2.088300-4 1.800000+7 2.000000-49440 3 54   26
 1.850000+7 2.000000-4 1.900000+7 2.000000-4 1.950000+7 2.000000-49440 3 54   27
 2.000000+7 2.000000-4                                            9440 3 54   28
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 55    1
 0.000000+0-5.970000+5          0          0          1         489440 3 55    2
         48          2                                            9440 3 55    3
 5.995100+5 0.000000+0 6.517300+5 1.770300-5 7.000000+5 1.800000-29440 3 55    4
 7.451200+5 1.850000-1 8.000000+5 2.230000-1 8.500000+5 2.264200-19440 3 55    5
 8.643200+5 2.275200-1 9.037800+5 2.288400-1 9.419400+5 2.245900-19440 3 55    6
 9.630300+5 2.221600-1 9.971700+5 2.183200-1 1.006200+6 2.165600-19440 3 55    7
 1.035300+6 2.098000-1 1.042400+6 2.081500-1 1.080500+6 1.992900-19440 3 55    8
 1.094300+6 1.960800-1 1.120700+6 1.896100-1 1.142300+6 1.842400-19440 3 55    9
 1.144800+6 1.836200-1 1.150000+6 1.823300-1 1.200000+6 1.699000-19440 3 55   10
 1.300000+6 1.468300-1 1.400000+6 1.290000-1 1.426000+6 1.248600-19440 3 55   11
 1.500000+6 1.141400-1 1.600000+6 1.018000-1 1.700000+6 8.877400-29440 3 55   12
 1.800000+6 7.802400-2 1.900000+6 6.818500-2 2.008300+6 5.925300-29440 3 55   13
 2.200000+6 4.501100-2 2.400000+6 3.111500-2 2.500000+6 2.571400-29440 3 55   14
 2.600000+6 1.957900-2 2.800000+6 1.161600-2 3.012500+6 6.861400-39440 3 55   15
 3.500000+6 2.926800-3 4.016700+6 9.579900-4 4.500000+6 2.966000-49440 3 55   16
 5.020800+6 9.488500-5 5.500000+6 3.000800-5 6.000000+6 1.000000-59440 3 55   17
 6.500000+6 6.977300-6 6.560700+6 6.691600-6 7.000000+6 5.000000-69440 3 55   18
 7.500000+6 2.015800-7 8.000000+6 0.000000+0 2.000000+7 0.000000+09440 3 55   19
 0.000000+0 0.000000+0          0          0          0          09440 3  099999
 9.424000+4 2.379920+2          0          0          0          09440 3 56    1
 0.000000+0-6.490000+5          0          0          1         489440 3 56    2
         48          2                                            9440 3 56    3
 6.517300+5 0.000000+0 6.517300+5 0.000000+0 7.000000+5 3.000000-29440 3 56    4
 7.451200+5 4.401500-2 8.000000+5 6.300000-2 8.500000+5 7.636000-29440 3 56    5
 8.643200+5 8.116900-2 9.037800+5 9.274800-2 9.419400+5 9.882500-29440 3 56    6
 9.630300+5 1.030400-1 9.971700+5 1.094600-1 1.006200+6 1.104300-19440 3 56    7
 1.035300+6 1.124500-1 1.042400+6 1.129500-1 1.080500+6 1.155900-19440 3 56    8
 1.094300+6 1.165500-1 1.120700+6 1.172600-1 1.142300+6 1.175800-19440 3 56    9
 1.144800+6 1.176100-1 1.150000+6 1.176900-1 1.200000+6 1.184300-19440 3 56   10
 1.300000+6 1.156900-1 1.400000+6 1.100000-1 1.426000+6 1.079000-19440 3 56   11
